Unnamed: 0,name,time,brand,post,date,Location,posted,Thanked,predicted_class,sentiment_score
10, cuboid , 14:02 ,BHPian,"Well, seemed a good package, some key boxes are ticked. It is definitely a beautiful car. Most importantly does not seem constrained at all due to the 4m length at all - which is an achievement. Nice job on the outer body design, Nissan! 1. Aggressive front with large grill and LED headlamps. Overall looks nicely aggressive and Junta would like that 2. 7 inch drive assist and 8 inch ICE screens. With TPMS 3. ABS, EBD, VDC, HSA, Traction control. Funny that they still highlight central locking in this day!!! 4. Why no S or manual mode? This is a big miss IMHO. Nissan should have provided a manual mode, given the CVT is not very inspiring. 5. Interior somehow seems bland and not very appealing. This is the big departure from the concept video they share earlier. No red+black combo either. 6. Strange colour scheme for the seats. What colour is that? Some sort of choco-brown? 7. Odd looking pattern in the rear seat. But adjustable head-rests are present. And so is the REAR AC vents!!! Big Misses are - 1. Sun-roof 2. No manual mode in CVT It is a good package in a brilliant looking car!!! Now the big question is how is the build quality and fit and finish of the interior. And how are those that motor, transmission and suspension.", 21st October 2020,Bangalore,210,217,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
11, Vibhav-Van , 14:05 ,BHPian,"Quite a detailed overview of this new make-or-break car from Nissan. I'm sure the styling and features are going to drive footfalls into their showrooms, or at least what's left of them. I'm curious to know their pricing strategy, because it will be the deciding factor. If they price it at a slight premium to the Triber (factoring in the turbo, CVT, features), then Nissan has a sure-shot winner on their hands. But if they get carried away and price it close to other CSUVs like the Venue, then this will be dead on arrival.", 21st October 2020,TS-07,148,396,Electric Motor/Battery,Neutral
12, DicKy , 14:09 ,Distinguished - BHPian,"Striking looks and except for sunroof all the features that customers want these days. Add to that the rumoured price range of 5.3- 7.5 lakhs ex-showroom as per ACI, Nissan got itself a winner. Though the Datsun effect of lighter build quality has to be seen in person. Ofcourse this is a do or die model for Nissan and dare I say, a ray of hope for the smaller players to survive our market. The only greedy wish I have is the turbo engine to be offered as standard or atleast from the mid variant itself, instead of offering it as a top variant only engine. Wonder when they are going to unveil the prices and properly launch the models. They do have a small time window before its cousin the Renault Kiger and the Tata HBX arrives to take over the segment.", 21st October 2020,Thiruvanthapura,3777,11451,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
13, Godzilla , 14:11 ,BHPian,"Looks really promising. They have fixed many things from the Kicks such as dead pedal, proper steering mounted controls, led lamps, modern looking digital console, 40:60 split seats, cup holders, automatic gearbox. It does look smashing and I also feel it will be tad more spacious than the Korean rivals. Loads of features, however I really wish they included the sunroof as well. Rakesh Srivastava if you are listening please make it optional atleast.", 21st October 2020,Chennai,260,1901,Features/Controls/Displays (broken or difficult to use),Very Positive
14, turbo , 14:21 ,BANNED," Quote: Originally Posted by Aditya The Magnite will be powered by a 1.0L turbo-petrol engine mated to an X-Tronic CVT. The company hasn't revealed any more details of the engine or other transmissions that will be available. CVT comes with an ""L"" mode, but no ""S"" or manual modes: There is a separate thread running on this, here. ---> https://www.team-bhp.com/forum/india...bo-petrol.html (Renault-Nissan's 1.0 litre turbo petrol) What's an L mode? Is it low ratio?", 21st October 2020,North,477,2037,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
15, wilful , 14:21 ,Senior - BHPian,Looks good and all that but Aditya's comment on the sheet metal is not very confidence inspiring. And only 2 airbags all the way? Even the Triber get 4 on the top variant. Pricing remains crucial., 21st October 2020,cochin,1277,1227,"Brakes, Wheels or Tires",Very Negative
16, ATRONIX , 14:34 ,BHPian,Autocar suggests a 7.5 lakh pricing for the range topping CVT+ Turbo variant. That is even cheaper than most manual premium hatchbacks in the market!, 21st October 2020,Mumbai,181,704,Climate Control - Heating & Cooling (broken or difficult to use),Neutral
17, octane_100 , 14:37 ,BHPian,"The cost cutting in build quality and restricting the no. of airbags to 2 may indicate towards a very aggressive price at launch. Looks is definitely a big positive. Has the presence of an SUV, at least in the pictures.", 21st October 2020,KA-09,756,1367,"Brakes, Wheels or Tires",Neutral
18, AZT , 14:54 ,BHPian," Quote: Originally Posted by cuboid Big Misses are - 1. Sun-roof This is surprising. I'm guessing this should be up against the Nexon which has started offering sunroof in XM variant. Autocar mentions Magnite will undercut all CSUV's on price so that could be why no Sunroof. Quote: Disruptive pricing will be one of the weapons in Nissans arsenal to help establish the Magnite. Buzz is that the Magnite range will start at Rs 5.3 lakh (estimated, ex-showroom), while fully loaded Turbo CVT versions will top off at Rs 7.5 lakh, effectively undercutting all present compact SUVs on sale. Source: https://www.autocarindia.com/car-new...-detail-418962", 21st October 2020,Bombay,675,2560,"Brakes, Wheels or Tires",Neutral
19, Kosfactor , 15:09 ,Senior - BHPian,"Quote from marketing material - ""The all-new Nissan Magnite is a testimony to Nissans global SUV DNA of relentless innovation, advanced technology, and Japanese engineering. It features latest technology as a part of Nissan Intelligent Mobility (NIM), the companys vision as to how vehicles are powered, driven, and integrated into society. Designed in Japan, keeping in mind the requirements and aspirations of the Indian customers, the all-new Nissan Magnite comes with numerous first-in-class and best-in-segment features that provides consumers with a differentiated, innovative, and accessible ownership experience."" If Sonet \ Venue \ Nexon \ Brezza is the target - I do not think this english alone is going to do it. The massive plastic wheel arch caught my eye, I hope there is some metal behind it and not just plastic.", 21st October 2020,COK\BLR\MYS,3552,9978,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
20, TaurusSHO , 15:11 ,BHPian,"A very healthy package overall. If it actually does undercut all subcompact crossovers on price, then I don't think people will mind the average build quality and no sunroof. Good effort by Nissan India and I really hope this does well.", 21st October 2020,IXA,163,685,Features/Controls/Displays (broken or difficult to use),Very Positive
21, Vinod_nair , 15:21 ,BHPian,"The interiors look and feel Maruti grade, for the tentative price and no Diesel, this will fall in the budget CSUV category. Let it do well for Nissan's survival.", 21st October 2020,Kanpur/Riyadh,407,1077,Climate Control - Heating & Cooling (broken or difficult to use),Neutral
22, chiefpk , 15:21 ,BHPian,"Looks very good in pictures. The size is also comparable to, say a Venue. Very good features list like wireless car play and cruise control and CVT transmission. Now what they need to do is, learn something from Kia, price it well( expected R.5.5 to 8 lacs) and they will be able to atleast flock some people to their otherwise empty dead showrooms. There are few misses here and there, sunroof, 6 airbags and the ugly pull/push door knobs are eye sores. IMHO they look really ugly and shouldn't be given in this age of cars. One more questionable aspect of the Magnite would be the safety area. There are good electronic assist feature but the seemingly light build and lack of 6 airbags for the top variant might affect some. But alas, there are very few people who consider safety as their priority while buying a car. Also, a very heartfelt thanks to our mods for presenting us the detailed first impressions and look.", 21st October 2020,"YNR(HR),",168,571,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
23, RavSam , 15:26 ,BHPian, Quote: Originally Posted by turbo What's an L mode? Is it low ratio? Lowest gear. Was there in AT cars like Brio and Amaze (many more too) . P R N D D3 D2 L., 21st October 2020,Somewhere,679,2783,Interior/Instrument Panel/Material Quality (broken or difficult to use),Positive
24, RaghuVis , 15:27 ,BHPian,"Keeping aside the fact the it is a genuinely good looking car, the main thing that attracts me to it is that it is the first car Nissan is introducing under the guidance of Mr Rakesh Srivastava , who is considered a rock-star in the car industry. With all the things happening in Datsun/Nissan, he has his work cut out. Hope he succeeds once more!", 21st October 2020,India,730,4800,Features/Controls/Displays (broken or difficult to use),Very Positive
25, AYP , 15:29 ,Senior - BHPian,"If this product is indeed going to be launched in the 5L-7.5L price band, they have hit the bullseye with enough of the blingy features while keeping the price similar to some of the B-2(and the B-1) segment hatches. Full LED lighting at the front, wireless Android Auto and Apple Carplay, 360 degree camera etc. are great features to have at this price point. I think that this is the 1st truly multi-function steering in a mass market Nissan/Renault/Datsun unlike the others before, where you only had a few not so usable buttons on the steering, with the main controls being present on an ugly looking steering mounted stalk. The interiors while good aren't as flashy as the exteriors, but there is little to complain once you compare its interiors to the other B-2 segment hatches. I hope that Nissan succeeds with this sincere attempt of theirs.", 21st October 2020,Mumbai,1213,3770,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
